column1,Content_ID,Reactions_type,Datetime
13440,ed28489e-90b0-4daa-a1fa-22170cdc89d5,want,2020-11-19 02:26:18.0000000
13441,ed28489e-90b0-4daa-a1fa-22170cdc89d5,worried,2020-07-28 13:33:31.0000000
13442,ed28489e-90b0-4daa-a1fa-22170cdc89d5,hate,2020-11-12 04:28:05.0000000
13443,ed28489e-90b0-4daa-a1fa-22170cdc89d5,intrigued,2020-12-25 07:20:15.0000000
13444,ed28489e-90b0-4daa-a1fa-22170cdc89d5,dislike,2020-12-06 12:01:19.0000000
13445,ed28489e-90b0-4daa-a1fa-22170cdc89d5,peeking,2021-02-19 07:39:00.0000000
13446,ed28489e-90b0-4daa-a1fa-22170cdc89d5,like,2021-01-22 23:38:29.0000000
13447,ed28489e-90b0-4daa-a1fa-22170cdc89d5,super love,2020-06-30 18:29:27.0000000
13448,ed28489e-90b0-4daa-a1fa-22170cdc89d5,indifferent,2020-08-20 08:36:38.0000000
13449,ed28489e-90b0-4daa-a1fa-22170cdc89d5,cherish,2021-01-17 03:21:49.0000000
13450,ed28489e-90b0-4daa-a1fa-22170cdc89d5,super love,2020-10-20 01:09:14.0000000
13451,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,2021-05-17 05:18:57.0000000
13452,ed28489e-90b0-4daa-a1fa-22170cdc89d5,like,2021-04-12 04:25:55.0000000
13453,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,2021-04-30 06:08:44.0000000
13454,ed28489e-90b0-4daa-a1fa-22170cdc89d5,peeking,2021-05-26 12:35:27.0000000
13455,ed28489e-90b0-4daa-a1fa-22170cdc89d5,scared,2020-07-17 18:37:15.0000000
13456,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,2020-08-12 12:47:54.0000000
13457,ed28489e-90b0-4daa-a1fa-22170cdc89d5,scared,2020-09-08 19:23:51.0000000
13458,ed28489e-90b0-4daa-a1fa-22170cdc89d5,disgust,2021-01-18 04:25:00.0000000
13459,ed28489e-90b0-4daa-a1fa-22170cdc89d5,interested,2020-09-30 08:40:26.0000000
13460,ed28489e-90b0-4daa-a1fa-22170cdc89d5,dislike,2021-04-08 01:20:39.0000000
13461,ed28489e-90b0-4daa-a1fa-22170cdc89d5,super love,2020-07-07 09:28:46.0000000
13462,ed28489e-90b0-4daa-a1fa-22170cdc89d5,intrigued,2020-10-17 22:08:07.0000000
13463,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,2020-09-25 13:54:24.0000000
13464,ed28489e-90b0-4daa-a1fa-22170cdc89d5,dislike,2021-01-27 06:54:58.0000000
13465,ed28489e-90b0-4daa-a1fa-22170cdc89d5,cherish,2021-01-09 17:06:53.0000000
13466,ed28489e-90b0-4daa-a1fa-22170cdc89d5,worried,2021-03-04 17:51:31.0000000
13467,ed28489e-90b0-4daa-a1fa-22170cdc89d5,adore,2020-09-26 23:26:25.0000000
13468,ed28489e-90b0-4daa-a1fa-22170cdc89d5,indifferent,2021-01-26 01:53:31.0000000
13469,ed28489e-90b0-4daa-a1fa-22170cdc89d5,heart,2020-11-15 09:35:45.0000000
13470,ed28489e-90b0-4daa-a1fa-22170cdc89d5,like,2020-08-01 04:51:46.0000000
13472,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,intrigued,2020-08-10 16:44:14.0000000
13473,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,heart,2020-11-04 15:25:36.0000000
13474,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,love,2020-09-14 20:10:19.0000000
13475,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,adore,2020-10-29 15:20:23.0000000
13476,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,disgust,2020-08-22 11:05:05.0000000
13477,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,intrigued,2020-10-01 06:34:16.0000000
13478,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,cherish,2021-02-27 16:18:45.0000000
13479,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,like,2020-07-11 20:37:18.0000000
13480,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,adore,2021-02-05 13:17:08.0000000
13481,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,want,2021-01-29 10:38:34.0000000
13482,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,dislike,2021-01-28 02:15:34.0000000
13483,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,disgust,2021-05-07 07:54:07.0000000
13484,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,cherish,2020-07-27 19:12:36.0000000
13485,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,scared,2020-07-26 13:45:35.0000000
13486,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,want,2021-04-21 21:02:41.0000000
13487,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,want,2021-03-16 17:11:55.0000000
13488,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,love,2021-01-18 12:31:31.0000000
13489,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,super love,2020-06-22 18:08:20.0000000
13490,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,interested,2020-09-23 09:41:43.0000000
13491,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,scared,2021-01-12 02:31:37.0000000
13492,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,want,2020-11-07 10:51:09.0000000
13493,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,indifferent,2021-01-16 16:10:02.0000000
13494,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,hate,2020-12-15 22:33:02.0000000
13495,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,indifferent,2020-06-26 01:33:43.0000000
13496,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,indifferent,2020-12-22 09:39:08.0000000
13497,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,peeking,2020-10-19 10:29:44.0000000
13498,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,worried,2020-12-19 17:23:28.0000000
13499,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,like,2020-12-10 04:39:35.0000000
13500,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,like,2020-08-06 22:46:23.0000000
13501,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,adore,2020-10-31 20:24:36.0000000
13502,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,indifferent,2020-09-08 06:38:49.0000000
13503,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,indifferent,2021-05-27 08:53:44.0000000
13504,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,adore,2020-08-28 11:01:28.0000000
13505,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,intrigued,2020-12-09 15:02:57.0000000
13506,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,dislike,2021-05-17 22:43:11.0000000
13507,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,scared,2021-03-06 01:03:42.0000000
13508,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,worried,2020-07-17 05:43:54.0000000
13509,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,intrigued,2021-05-17 15:28:12.0000000
13510,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,interested,2020-07-22 20:51:09.0000000
13511,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,indifferent,2021-02-21 19:46:19.0000000
13512,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,scared,2021-01-06 04:42:03.0000000
13514,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,dislike,2020-08-10 20:30:42.0000000
13515,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,intrigued,2021-01-01 07:25:48.0000000
13516,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,interested,2021-01-27 03:55:18.0000000
13517,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,intrigued,2020-08-29 14:50:04.0000000
13518,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,want,2020-12-10 05:40:41.0000000
13519,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,hate,2020-07-20 05:54:02.0000000
13520,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,worried,2021-02-12 16:44:56.0000000
13521,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,interested,2021-06-13 04:01:34.0000000
13522,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,adore,2020-12-07 04:38:03.0000000
13523,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,super love,2020-10-05 17:45:20.0000000
13524,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,cherish,2020-10-17 16:42:02.0000000
13525,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,indifferent,2021-03-12 19:52:59.0000000
13526,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,dislike,2021-03-26 15:38:00.0000000
13527,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,want,2020-09-02 14:41:32.0000000
13528,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,interested,2021-03-16 17:24:13.0000000
13529,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,scared,2020-09-12 03:55:33.0000000
13530,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,disgust,2020-11-12 10:25:33.0000000
13531,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,hate,2020-08-28 20:02:41.0000000
13532,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,want,2020-12-19 22:25:34.0000000
13533,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,adore,2020-11-08 19:19:07.0000000
13534,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,disgust,2020-12-05 05:54:57.0000000
13535,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,adore,2020-10-16 22:16:36.0000000
13536,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,dislike,2020-09-16 02:18:20.0000000
13537,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,worried,2020-08-12 01:11:11.0000000
13538,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,scared,2020-09-06 06:45:37.0000000
13539,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,like,2020-07-04 09:05:04.0000000
13540,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,disgust,2020-07-14 18:30:05.0000000
13541,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,hate,2021-05-24 10:42:00.0000000
13542,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,heart,2021-02-21 22:43:45.0000000
13543,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,scared,2020-09-29 19:13:01.0000000
13544,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,worried,2021-01-08 22:31:22.0000000
13545,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,dislike,2021-02-11 00:34:48.0000000
13546,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,love,2021-04-06 05:28:56.0000000
13547,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,like,2021-01-01 17:31:07.0000000
13548,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,indifferent,2021-03-04 09:46:26.0000000
13549,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,dislike,2020-09-03 11:58:25.0000000
13550,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,interested,2021-04-05 15:09:34.0000000
13551,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,interested,2020-11-12 21:49:44.0000000
13552,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,dislike,2020-10-19 17:04:45.0000000
13553,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,super love,2021-02-21 01:32:30.0000000
13554,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,worried,2020-09-13 07:57:52.0000000
13555,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,peeking,2021-04-01 02:50:21.0000000
13556,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,worried,2021-04-30 14:08:05.0000000
13557,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,dislike,2020-12-21 08:28:25.0000000
13558,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,disgust,2021-04-19 06:15:25.0000000
13559,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,love,2020-09-30 20:27:20.0000000
13560,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,dislike,2020-12-12 15:22:33.0000000
13561,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,dislike,2021-02-03 15:43:18.0000000
13563,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,hate,2021-04-19 06:41:26.0000000
13564,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,love,2020-12-01 23:14:29.0000000
13565,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,want,2020-07-16 23:07:47.0000000
13566,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,intrigued,2020-12-08 15:45:22.0000000
13567,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,love,2020-11-04 14:29:58.0000000
13568,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,peeking,2020-10-19 19:24:53.0000000
13569,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,like,2020-06-20 03:55:57.0000000
13570,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,want,2020-12-07 05:12:56.0000000
13571,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,adore,2020-08-26 15:35:15.0000000
13572,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,heart,2021-06-15 04:01:47.0000000
13573,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,want,2020-09-29 18:19:39.0000000
13574,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,heart,2021-03-17 06:40:17.0000000
13575,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,dislike,2021-03-10 19:38:18.0000000
13576,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,love,2021-03-27 16:29:33.0000000
13577,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,want,2020-07-01 23:11:32.0000000
13578,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,scared,2020-09-04 11:20:09.0000000
13579,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,hate,2021-03-05 01:11:17.0000000
13580,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,worried,2020-11-11 06:50:28.0000000
13581,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,intrigued,2020-10-12 18:19:16.0000000
13582,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,interested,2020-07-22 06:29:08.0000000
13583,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,intrigued,2020-06-20 17:43:01.0000000
13584,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,interested,2021-03-24 13:00:10.0000000
13585,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,adore,2021-04-08 12:30:02.0000000
13586,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,like,2021-01-09 04:12:47.0000000
13587,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,cherish,2020-10-28 18:20:11.0000000
13588,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,heart,2020-08-07 07:03:59.0000000
13589,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,peeking,2021-03-09 18:00:38.0000000
13590,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,want,2020-09-17 13:14:06.0000000
13591,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,interested,2021-02-14 07:58:23.0000000
13592,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,scared,2021-02-08 08:14:49.0000000
13593,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,scared,2021-02-03 19:13:30.0000000
13594,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,disgust,2020-12-19 04:54:36.0000000
13595,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,peeking,2020-07-25 09:16:14.0000000
13596,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,heart,2020-06-20 05:40:43.0000000
13597,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,cherish,2020-08-10 04:47:41.0000000
13598,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,dislike,2021-06-14 10:41:25.0000000
13599,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,want,2020-08-13 08:44:15.0000000
13600,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,heart,2020-08-23 19:28:36.0000000
13601,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,like,2021-02-01 23:09:36.0000000
13602,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,dislike,2021-01-13 15:16:48.0000000
13603,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,disgust,2020-06-28 07:37:02.0000000
13604,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,love,2021-04-10 08:24:51.0000000
13606,69ce055c-e0bd-46c5-b856-bf2254d1c490,intrigued,2021-02-19 07:43:05.0000000
13607,69ce055c-e0bd-46c5-b856-bf2254d1c490,indifferent,2020-08-03 04:44:37.0000000
13608,69ce055c-e0bd-46c5-b856-bf2254d1c490,love,2020-10-30 12:19:36.0000000
13609,69ce055c-e0bd-46c5-b856-bf2254d1c490,love,2021-04-24 20:26:28.0000000
13610,69ce055c-e0bd-46c5-b856-bf2254d1c490,scared,2020-06-24 20:39:32.0000000
13611,69ce055c-e0bd-46c5-b856-bf2254d1c490,indifferent,2020-12-07 11:46:12.0000000
13612,69ce055c-e0bd-46c5-b856-bf2254d1c490,scared,2020-07-10 12:26:54.0000000
13613,69ce055c-e0bd-46c5-b856-bf2254d1c490,disgust,2021-03-11 19:02:15.0000000
13614,69ce055c-e0bd-46c5-b856-bf2254d1c490,indifferent,2020-12-29 12:39:45.0000000
13615,69ce055c-e0bd-46c5-b856-bf2254d1c490,hate,2020-07-13 01:32:41.0000000
13616,69ce055c-e0bd-46c5-b856-bf2254d1c490,scared,2020-08-16 05:24:35.0000000
13617,69ce055c-e0bd-46c5-b856-bf2254d1c490,disgust,2020-08-07 10:04:34.0000000
13618,69ce055c-e0bd-46c5-b856-bf2254d1c490,heart,2020-07-12 18:40:53.0000000
13619,69ce055c-e0bd-46c5-b856-bf2254d1c490,hate,2020-08-11 08:37:20.0000000
13620,69ce055c-e0bd-46c5-b856-bf2254d1c490,heart,2021-01-20 23:50:34.0000000
13621,69ce055c-e0bd-46c5-b856-bf2254d1c490,love,2020-06-21 03:22:59.0000000
13622,69ce055c-e0bd-46c5-b856-bf2254d1c490,want,2021-04-07 14:23:16.0000000
13623,69ce055c-e0bd-46c5-b856-bf2254d1c490,adore,2020-10-24 14:50:14.0000000
13624,69ce055c-e0bd-46c5-b856-bf2254d1c490,want,2021-02-21 04:39:38.0000000
13625,69ce055c-e0bd-46c5-b856-bf2254d1c490,adore,2020-11-09 06:39:22.0000000
13626,69ce055c-e0bd-46c5-b856-bf2254d1c490,indifferent,2020-07-06 07:13:06.0000000
13627,69ce055c-e0bd-46c5-b856-bf2254d1c490,scared,2021-04-20 23:40:05.0000000
13628,69ce055c-e0bd-46c5-b856-bf2254d1c490,indifferent,2020-07-06 04:24:23.0000000
13629,69ce055c-e0bd-46c5-b856-bf2254d1c490,adore,2021-04-03 20:45:07.0000000
13630,69ce055c-e0bd-46c5-b856-bf2254d1c490,like,2020-11-23 01:44:59.0000000
13631,69ce055c-e0bd-46c5-b856-bf2254d1c490,adore,2020-11-22 09:17:53.0000000
13632,69ce055c-e0bd-46c5-b856-bf2254d1c490,interested,2021-01-19 05:01:34.0000000
13633,69ce055c-e0bd-46c5-b856-bf2254d1c490,like,2021-01-29 14:00:55.0000000
13634,69ce055c-e0bd-46c5-b856-bf2254d1c490,heart,2020-09-16 01:02:05.0000000
13635,69ce055c-e0bd-46c5-b856-bf2254d1c490,cherish,2020-12-28 11:32:32.0000000
13636,69ce055c-e0bd-46c5-b856-bf2254d1c490,hate,2020-11-11 16:51:50.0000000
13637,69ce055c-e0bd-46c5-b856-bf2254d1c490,super love,2020-11-16 05:17:08.0000000
13638,69ce055c-e0bd-46c5-b856-bf2254d1c490,heart,2021-01-14 05:04:51.0000000
13639,69ce055c-e0bd-46c5-b856-bf2254d1c490,indifferent,2020-06-25 20:14:00.0000000
13640,69ce055c-e0bd-46c5-b856-bf2254d1c490,worried,2020-10-10 22:35:45.0000000
13641,69ce055c-e0bd-46c5-b856-bf2254d1c490,interested,2021-03-09 23:33:32.0000000
13642,69ce055c-e0bd-46c5-b856-bf2254d1c490,scared,2020-08-01 07:00:42.0000000
13643,69ce055c-e0bd-46c5-b856-bf2254d1c490,cherish,2021-04-07 06:52:44.0000000
13644,69ce055c-e0bd-46c5-b856-bf2254d1c490,heart,2020-11-25 07:16:54.0000000
13645,69ce055c-e0bd-46c5-b856-bf2254d1c490,interested,2021-03-27 02:30:31.0000000
13646,69ce055c-e0bd-46c5-b856-bf2254d1c490,adore,2020-08-27 08:31:42.0000000
13647,69ce055c-e0bd-46c5-b856-bf2254d1c490,disgust,2020-08-16 03:28:45.0000000
13648,69ce055c-e0bd-46c5-b856-bf2254d1c490,dislike,2020-10-28 03:29:38.0000000
13650,2d7084fb-b457-4813-829f-73911025eeaa,scared,2021-03-07 11:31:50.0000000
13651,2d7084fb-b457-4813-829f-73911025eeaa,scared,2021-02-01 02:32:49.0000000
13652,2d7084fb-b457-4813-829f-73911025eeaa,dislike,2020-08-26 04:32:23.0000000
13653,2d7084fb-b457-4813-829f-73911025eeaa,peeking,2021-02-02 20:14:03.0000000
13654,2d7084fb-b457-4813-829f-73911025eeaa,super love,2021-06-18 05:23:58.0000000
13655,2d7084fb-b457-4813-829f-73911025eeaa,interested,2020-10-22 01:06:20.0000000
13656,2d7084fb-b457-4813-829f-73911025eeaa,peeking,2020-07-07 05:20:49.0000000
13657,2d7084fb-b457-4813-829f-73911025eeaa,super love,2021-01-12 04:10:52.0000000
13658,2d7084fb-b457-4813-829f-73911025eeaa,love,2021-03-18 18:48:47.0000000
13659,2d7084fb-b457-4813-829f-73911025eeaa,love,2020-08-28 05:03:09.0000000
13660,2d7084fb-b457-4813-829f-73911025eeaa,cherish,2020-10-20 06:35:18.0000000
13661,2d7084fb-b457-4813-829f-73911025eeaa,cherish,2021-05-31 15:54:56.0000000
13662,2d7084fb-b457-4813-829f-73911025eeaa,adore,2020-09-02 02:26:22.0000000
13663,2d7084fb-b457-4813-829f-73911025eeaa,indifferent,2021-06-15 23:54:03.0000000
13664,2d7084fb-b457-4813-829f-73911025eeaa,intrigued,2020-09-28 00:00:06.0000000
13665,2d7084fb-b457-4813-829f-73911025eeaa,cherish,2021-02-26 07:13:22.0000000
13666,2d7084fb-b457-4813-829f-73911025eeaa,peeking,2021-03-05 06:18:58.0000000
13667,2d7084fb-b457-4813-829f-73911025eeaa,adore,2021-02-26 02:08:28.0000000
13668,2d7084fb-b457-4813-829f-73911025eeaa,interested,2021-05-12 04:23:21.0000000
13669,2d7084fb-b457-4813-829f-73911025eeaa,indifferent,2021-01-04 03:48:47.0000000
13670,2d7084fb-b457-4813-829f-73911025eeaa,love,2020-11-25 16:04:00.0000000
13671,2d7084fb-b457-4813-829f-73911025eeaa,peeking,2020-12-01 13:09:16.0000000
13672,2d7084fb-b457-4813-829f-73911025eeaa,peeking,2020-07-21 13:52:09.0000000
13673,2d7084fb-b457-4813-829f-73911025eeaa,love,2021-04-16 07:44:55.0000000
13674,2d7084fb-b457-4813-829f-73911025eeaa,indifferent,2021-04-10 15:51:42.0000000
13675,2d7084fb-b457-4813-829f-73911025eeaa,heart,2020-11-01 09:38:37.0000000
13676,2d7084fb-b457-4813-829f-73911025eeaa,peeking,2020-12-17 17:27:48.0000000
13677,2d7084fb-b457-4813-829f-73911025eeaa,heart,2020-07-19 13:41:54.0000000
13678,2d7084fb-b457-4813-829f-73911025eeaa,scared,2020-09-26 07:01:17.0000000
13679,2d7084fb-b457-4813-829f-73911025eeaa,intrigued,2021-02-14 12:22:44.0000000
13680,2d7084fb-b457-4813-829f-73911025eeaa,adore,2020-12-19 00:44:57.0000000
13681,2d7084fb-b457-4813-829f-73911025eeaa,like,2020-09-03 21:14:17.0000000
13682,2d7084fb-b457-4813-829f-73911025eeaa,disgust,2020-06-30 16:52:54.0000000
13683,2d7084fb-b457-4813-829f-73911025eeaa,indifferent,2020-11-25 03:30:38.0000000
13684,2d7084fb-b457-4813-829f-73911025eeaa,like,2021-02-20 22:18:42.0000000
13685,2d7084fb-b457-4813-829f-73911025eeaa,indifferent,2021-02-16 11:25:34.0000000
13686,2d7084fb-b457-4813-829f-73911025eeaa,cherish,2020-08-18 18:53:00.0000000
13687,2d7084fb-b457-4813-829f-73911025eeaa,hate,2020-12-16 07:58:06.0000000
13688,2d7084fb-b457-4813-829f-73911025eeaa,want,2020-07-22 19:51:06.0000000
13690,ab07c995-56e6-462c-9325-bd4a2ffd8c39,intrigued,2021-05-07 08:50:04.0000000
13691,ab07c995-56e6-462c-9325-bd4a2ffd8c39,worried,2021-02-14 04:09:18.0000000
13692,ab07c995-56e6-462c-9325-bd4a2ffd8c39,adore,2020-12-01 21:35:40.0000000
13693,ab07c995-56e6-462c-9325-bd4a2ffd8c39,adore,2020-08-15 15:18:49.0000000
13694,ab07c995-56e6-462c-9325-bd4a2ffd8c39,disgust,2021-01-12 16:29:43.0000000
13695,ab07c995-56e6-462c-9325-bd4a2ffd8c39,dislike,2020-11-23 19:26:05.0000000
13696,ab07c995-56e6-462c-9325-bd4a2ffd8c39,like,2020-07-13 00:05:40.0000000
13697,ab07c995-56e6-462c-9325-bd4a2ffd8c39,cherish,2020-07-16 14:08:16.0000000
13698,ab07c995-56e6-462c-9325-bd4a2ffd8c39,love,2020-09-28 13:39:23.0000000
13699,ab07c995-56e6-462c-9325-bd4a2ffd8c39,peeking,2020-06-20 22:41:34.0000000
13700,ab07c995-56e6-462c-9325-bd4a2ffd8c39,dislike,2021-03-08 09:09:44.0000000
13701,ab07c995-56e6-462c-9325-bd4a2ffd8c39,peeking,2021-05-02 21:14:05.0000000
13702,ab07c995-56e6-462c-9325-bd4a2ffd8c39,like,2020-06-30 01:48:18.0000000
13703,ab07c995-56e6-462c-9325-bd4a2ffd8c39,peeking,2021-01-28 12:50:42.0000000
13704,ab07c995-56e6-462c-9325-bd4a2ffd8c39,indifferent,2020-08-14 04:34:38.0000000
13705,ab07c995-56e6-462c-9325-bd4a2ffd8c39,interested,2021-03-10 02:35:56.0000000
13706,ab07c995-56e6-462c-9325-bd4a2ffd8c39,cherish,2020-07-05 06:42:55.0000000
13707,ab07c995-56e6-462c-9325-bd4a2ffd8c39,adore,2020-09-26 11:36:12.0000000
13708,ab07c995-56e6-462c-9325-bd4a2ffd8c39,adore,2020-08-27 23:23:24.0000000
13709,ab07c995-56e6-462c-9325-bd4a2ffd8c39,scared,2020-11-21 14:32:30.0000000
13710,ab07c995-56e6-462c-9325-bd4a2ffd8c39,scared,2020-07-27 13:34:45.0000000
13711,ab07c995-56e6-462c-9325-bd4a2ffd8c39,indifferent,2021-03-24 21:48:32.0000000
13712,ab07c995-56e6-462c-9325-bd4a2ffd8c39,worried,2021-02-18 02:56:22.0000000
13713,ab07c995-56e6-462c-9325-bd4a2ffd8c39,indifferent,2020-10-18 05:40:17.0000000
13714,ab07c995-56e6-462c-9325-bd4a2ffd8c39,intrigued,2020-07-30 10:08:36.0000000
13715,ab07c995-56e6-462c-9325-bd4a2ffd8c39,disgust,2020-10-02 11:03:28.0000000
13716,ab07c995-56e6-462c-9325-bd4a2ffd8c39,adore,2020-09-20 12:08:17.0000000
13717,ab07c995-56e6-462c-9325-bd4a2ffd8c39,interested,2020-10-25 04:25:26.0000000
